I:MAJOR,III:MINOR,I:MAJOR,IV:MAJOR,III:MAJOR,I:MAJOR
I:MINOR
I:MAJOR,#II:MAJOR,I:MAJOR
I:MINOR,bIII:MAJOR,I:MINOR
