I:MAJOR,VI:MINOR,I:MAJOR,III:MINOR,bI:MAJOR,I:MAJOR,V:MAJOR,IV:MAJOR,bIII:MAJOR,II:MINOR,V:MAJOR,bV:MAJOR,VI:MINOR,IV:MAJOR,I:MAJOR
I:MINOR,VII:MINOR,I:MINOR,III:MAJOR,bIV:MAJOR,II:MINOR,V:MAJOR,V:MINOR,bIV:MAJOR,bVII:MAJOR,IV:MINOR,bII:MINOR,bVII:MAJOR,III:MINOR,I:MINOR
I:MAJOR,bVI:MAJOR,bI:MAJOR,VII:MINOR,I:MAJOR,VI:MINOR,V:MINOR,IV:MAJOR,III:MINOR,I:MAJOR,bII:MAJOR,III:MAJOR,V:MAJOR,VII:MAJOR,I:MAJOR,bVII:MINOR,I:MAJOR
