,,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10
WFBach,I:MAJ,0.8673835125448028,0.910394265232975,0.8279569892473119,0.9068100358422939,0.8673835125448028,0.931899641577061,0.931899641577061,0.8924731182795699,0.9139784946236559,0.8817204301075269
WFBach,V:MAJ,0.8907563025210085,0.8823529411764706,0.9243697478991597,0.8613445378151261,0.8781512605042017,0.8445378151260504,0.8739495798319328,0.9033613445378151,0.9117647058823529,0.8235294117647058
WFBach,IV:MAJ,0.078125,0.15625,0.1875,0.2734375,0.1484375,0.3125,0.1875,0.2265625,0.359375,0.171875
WFBach,II:MIN,0.43333333333333335,0.5222222222222223,0.5,0.4111111111111111,0.28888888888888886,0.3888888888888889,0.4111111111111111,0.3,0.25555555555555554,0.3
WFBach,VII:DIM,0.0,0.047058823529411764,0.1411764705882353,0.07058823529411765,0.0,0.023529411764705882,0.03529411764705882,0.03529411764705882,0.011764705882352941,0.03529411764705882
WFBach,VI:MIN,0.6216216216216216,0.6216216216216216,0.5675675675675675,0.5675675675675675,0.6216216216216216,0.5675675675675675,0.6486486486486487,0.5675675675675675,0.5675675675675675,0.5675675675675675
WFBach,#IV:DIM,0.02702702702702703,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0
WFBach,II:MAJ,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.0
WFBach,#I:DIM,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.0,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111
WFBach,III:MAJ,0.1875,0.1875,0.125,0.0625,0.0625,0.0,0.125,0.1875,0.1875,0.1875
WFBach,#V:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,VI:MAJ,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.36363636363636365
WFBach,I:AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,III:MIN,0.2,0.2,0.4,0.3,0.4,0.4,0.4,0.2,0.4,0.4
WFBach,V:AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,I:MIN,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.125
WFBach,III:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,#II:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,#IV:MAJ,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,bVII:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,V:MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,VII:MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,IV:MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,II:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,bVI:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,VI:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFBach,global,0.5123106060606061,0.5416666666666666,0.5378787878787878,0.5378787878787878,0.5028409090909091,0.5445075757575758,0.5378787878787878,0.5265151515151515,0.5464015151515151,0.5009469696969697
Tchaikovsky,I:MAJ,0.7751196172248804,0.7655502392344498,0.7416267942583732,0.7607655502392344,0.7368421052631579,0.7703349282296651,0.8229665071770335,0.8086124401913876,0.7703349282296651,0.7799043062200957
Tchaikovsky,V:MAJ,0.7978142076502732,0.8032786885245902,0.8524590163934426,0.8524590163934426,0.7595628415300546,0.726775956284153,0.7704918032786885,0.8142076502732241,0.8087431693989071,0.7868852459016393
Tchaikovsky,VI:MIN,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814
Tchaikovsky,VII:DIM,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,II:MIN,0.3611111111111111,0.4166666666666667,0.3611111111111111,0.3611111111111111,0.4166666666666667,0.4166666666666667,0.3611111111111111,0.3611111111111111,0.3611111111111111,0.3611111111111111
Tchaikovsky,II:MAJ,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333
Tchaikovsky,IV:MAJ,0.375,0.375,0.375,0.375,0.25,0.2916666666666667,0.25,0.375,0.375,0.375
Tchaikovsky,#IV:DIM,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Tchaikovsky,III:MIN,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778
Tchaikovsky,II:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,IV:MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
Tchaikovsky,#II:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,VI:MAJ,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,#I:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,#IV:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,I:AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,#V:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Tchaikovsky,bVI:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,III:DIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,bIII:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,III:MAJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tchaikovsky,V:AUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
