MAJOR;V:MAJ,IV:MAJ,III:MIN,II:MIN,I:MAJ,IV:MAJ,I:MAJ,IV:MAJ,V:MAJ,I:MAJ,VI:MIN,V:MAJ,#IV:DIM,I:MAJ,IV:MAJ
MINOR;I:MIN,#VII:DIM,V:MAJ,I:MIN,#VII:DIM,I:MIN
MAJOR;#IV:DIM,II:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,IV:MAJ,V:MAJ,I:MAJ,VI:MIN,V:MAJ,I:MAJ,VI:MIN,III:MAJ,bVI:MAJ,bIII:MAJ
MAJOR;I:MIN,V:MAJ,I:MAJ
MAJOR;III:DIM,bII:MIN,bIV:MAJ,III:MAJ,VII:DIM,V:MAJ,I:MAJ,bVI:AUG,III:MIN,I:MAJ,III:DIM,bII:MIN,bIV:MAJ,III:MAJ,VII:DIM,V:MAJ,VII:DIM,I:MAJ
MAJOR;I:MAJ
MINOR;I:MIN
MINOR;I:MIN
MAJOR;VII:DIM,II:MAJ,VII:DIM,II:MAJ,V:MAJ,bIII:MAJ,V:MAJ,bIII:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,IV:MAJ,V:MAJ,I:MAJ,VI:MIN,V:MAJ,I:MAJ,VI:MIN
MINOR;I:MIN,V:MAJ,#VII:DIM,V:MAJ,I:MIN
MAJOR;V:MAJ,I:MAJ,IV:MIN,I:MAJ,IV:MAJ,V:MAJ,I:MAJ,VI:MIN,V:MAJ,I:MAJ,VI:MIN,#I:DIM,bIII:MAJ,I:MIN,#I:DIM,bV:MAJ,bIII:MIN,bII:MAJ,#V:DIM,III:MAJ,VI:MIN,II:MIN,V:MAJ,II:MIN,V:MAJ,I:MAJ
MAJOR;V:MAJ,IV:MAJ,II:MIN,I:MAJ,V:MAJ,I:MAJ
MAJOR;V:MAJ,I:MAJ
MAJOR;V:MAJ,IV:MAJ,II:MIN,I:MAJ,V:MAJ,I:MAJ
MAJOR;V:MAJ,I:MAJ,VI:MIN,II:MIN,I:MAJ,VI:MIN,II:MIN,I:MAJ,VI:MIN,II:MIN,I:MAJ,IV:MAJ,I:MAJ
MAJOR;I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,IV:MIN,IV:MAJ,IV:MIN
MAJOR;V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ
MAJOR;II:MAJ,V:MAJ,V:DIM,IV:MAJ,IV:MIN,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,#IV:MAJ,I:MAJ,#IV:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,IV:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ
MAJOR;V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,IV:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,IV:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,IV:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,V:MAJ,IV:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ,IV:MAJ,I:MAJ,V:MAJ,I:MAJ
